content,score,Label
"Machmaking sangat tidak bagus. Selalu dapat tim yh tidak seimbang. Kalo menang, menang jauh ,kalah ya kalah jauh. Kalau pun kalah tapi dengan permainan yg imbang mnurut saya tidak masalah.",1,Negatif
"untuk event saya sarankan moonton untuk memperpanjang event soalnya banyak orang yg mau mengikuti event tersebut, tetapi dia tidak diperbolehkan oleh orang tua nya termasuk saya yg biasa diwaktu,jadi saya sering mau menang tiba² waktu ku habis, tapi tetap aku kasih bintang lima soalnya game nya mulai dermawan😁😁😁",5,Positif
"Penyempurnaan performa tiba"" menurun sebelumnya dibuat frame rate tinggi bisa lancar dan smooth, tapi tiba"" ada bug, mohon diperbaiki",1,Negatif
"moonton makin kesini makin aneh bener sih udah gak kikir kayak dulu tapi gw gak suka sistem nya sekarang masa gw main tapi jaringan ngeleg aja dibaned g bisa main gw pas cek email katanya peforma buruk,, dan itupun Karan gw ngeleg gw dah ga abis pikir lagi sama moonton saran gw tolong diperbaiki lagi biar game mu ini gak jadi sepi",2,Negatif
Game bagus tapi tolong tambahkan Hero dari Indonesia selain Gatot kaca oferal game bagus dan boleh banget untuk sekarang saya mohon tambah kan Hero Indonesia lain sekian dari saya 🙏,5,Positif
"Game ini sangat buruk Sampe 18 jam sy main cuma menang 1 kali di kasih team dark system' kalo ga tim musuh dark system', magic ches saya main pas udah kita sekarat di kasih musuh yg seram",1,Negatif
"Bagi yang baru main game ini mending tidak usah, karena mungkin kalau main game ini jadi stress. Saya sebut begitu karena game ini memiliki matchmaking yang sangat sangat tidak adil sekali. Saya juga sudah tidak minat main game ini lagi karena hal tersebut. Dan meskipun saya bertemu dengan player yang mainnya bodoh dan tidak sesuai dengan skill rank saya, saya mereportnya dan hasilnya ""player tersebut tidak melakukan kesalahan apapun"". WOW adil sekali",1,Negatif
"Gw suka sih game ini tapi yg paling capek nya itu di kasih tim tolol mulu kagak jelas gw main dari jam 5 subuh Ampe 12 siang kagak naek naek stuck di binta itu itu aja, tolong lah moonton kasih tim tuh yg bener dikitt kocak, tapi mau se ngeselin apapun game ini tetep balik nya mah kekeh ke game ini",4,Positif
"spin an di game kyk udh di atur dapet nya apa, yg sering top up susah hoki gara² udah di atur dari sana nya, uang jdi boros kalo kyk gitu, perbaiki lagi spinan nya , event jjk udh byk player gratisan yg dapet ,giliran yg topup ratusan ga dapet ,game dong00",4,Positif
"Game bagus HP bagus jaringan lancar tapi bug nya hdeh jaringan lancar loh kok bisa langsung lag gitu padahal gambar jaringan nya hijau, itu bug atau apa montoon? Mohon di hilang kan, aku capek main lah kalo kayak gini, gajelas banget njing.",1,Negatif
"Buat kalian yang ngeluh yang ngelag lah ,yang dapat tim bot lah blabla , itu semua mudah di atasi dengan cara - Ganti hp lu ke device terbaru (kalo ga mampu ganti game aja , moonton ga maksa kalian instal ini game) - maen party bukan maen solo biar timnya sehat semua",5,Positif
"Gak jelas. setiap lagi maen, kalo ada yang nelp pasti relog Dan yang bikin gk minat itu, di loading nya. 5menit baru masuk game. keburu selesai gamenya. Ta* lah",5,Positif
"muntun, tolong lah jangan kasi tim yg dark sistem, mentang"" aku pemain solo dikasih tim yg dark sistem tpi dpet lawan yg jago, mana lah adil kek gitu. Bakal ku kasih bintang 5 kalo aku di kasih ws",4,Positif
"Gua kasih bintang 4 ya min, game nya seru, apalagi ada fitur baru yang membantu untuk hp yang kentang, tapi saat bermain nya suka ada musuh yang lebih jago dan ada juga musuh yang cupu, ini menandakan kalo game ml itu tidak merata dalam draft pick nya, jadi tolong buat Mimin moonton buat bagi bagi skin yang banyak yaaaa",4,Positif
"frame rate menurun game jadi patah patah gitu mohon di bantu ya montoon, soalnya kemarin saya bermain lancar banget aman main, sekarang frame terasa ga enak patah patah gitu jadi ga nyaman main tolong ya montoon",1,Negatif
"Alamak muntun ini kenapa cuma mentok di 30fps padahal sebelumnya bisa 120fps udah coba berbagai cara tetep aja gak bisa, tolong lah muntunnn!!!, lama"" beneran pindah ke HONOR OF KING nih",1,Negatif
Makin kesini makin SAMPAH GAMENYA.di kaish team gajelas musuh pada pro. Gaada keseimbangan.dan dark sistem . Lama lama ga betah gw di sini di kasih lost streak 9 kli di kasih team bot lah walaupun di kasih musuh bot musuh hampir menang tau ga kenapa tim tolol semua kaga bisa jga lane minimal moonton yg bener dah ilangin dark sistem lu. Gjls banget mau main solo duo trio sampe party lost streak capek gw muntun dark sistem lu itu dikasih musuk mitik immortal lah gw naik turun epik legend sekarang.,1,Negatif
Menurut gw sih ml sekarang makin bagus karena ultah ml 10 ini moonton giveaway banyak skin epic lebih baik dari pada dulu semoga lain kali lagi ml melakukan giveaway seperti ini lagi tetapi masih ada yg kurang yaitu seperti masih banyak dark system' dan sangat bagus banget karena playernya baik banget friendly frienly ban toxic,5,Positif
Salah satu game terbaik dengan pengurusan terburuk. Tapi sekarang diperbaiki ini game. Setelah 5 tahun super buruk pelayanan. Setelah belanja seharga ±1.5 nmax dan di banned karena ada yg iri skin bejubel. Setelah ninggalin game dan balik lagi ber x x tapi ttp banyak player sakit hati yg spamming report hampir setiap mereka ketemu lawan atau kawan yg bagus mainnya. Akhirnya banyak game serupa yg jauh lebih baik.... Pas iklan ini game muncul. Hadeuh...,1,Negatif
Moonton batalkan hasil misi jika permainan ada yang menyerah... Ga seru gameplay.Player pada ngejar hadiah doank. Terrutama Paling sering di brawl di jadiin tempat nyerah².,5,Positif
Saran buat MLBB biar kita pemain gratisan alias kurang modal bisa dapat skin lbh byk dan yg bagus koin hasil tebakan MPL bisa di pakai buat beli skin. TetimaKasih semoga MLBB makin rame yg main.,5,Positif
"game ajg.perbaiki sistem matchmaking lah. cape bgt ketemu tim gtw main sedangkan tim lawan jago semua. saya sebagai player solo stress setiap main game ini,percuma kasi skin epic,colector grtis klo sistem matchmakingnya sm aja.mending gua pensi aja dh klo kek gini.",1,Negatif
"Apaan² dah baperan banget sekarang,ngetik sala dikit aja kurang kredit score mana cuman bisa +3 lagi sehari,uda 2minggu gini². Terus ngak bisa main rank anj,kalo emang baperan,ilangin aja tombol cht nyaa,biar ngak usah ngetik sekalian",1,Negatif
Sumpah game nya bagus banget asik bisa mabar juga sama temen/saudara dan mainnya juga lumayan mudah ini worth it banget buat di download skin nya bagus² dan ga ngebosenin... Pokoknya seru abis Bintang 5,5,Positif
"Moontod yg terhormat,bisa gk scriptnya di bolehkan LG,bosen gw liat line itu Mulu,dh mh game lu kadang suka bikin stress d satuin sama tim beban Mulu gw,apa coba ada system dark segala,supaya apa coba, seenggaknya kalo line nya yg di sukai agak lmyan lh buat maen LG,d pending dulu buat pensinya Terimakasih",2,Negatif
Hapus aja aplikasi ini masa main dari awal season gak pernah dapat tim yang bene. Selalu dapat tim lemah sementara musuh selalu jago. Dasar montoon gak jelas mending saya hapus aja game ini,5,Positif
"Mohon dibuat versi lite, user sperti saya hp kentang gak bisa main karna lag, patah2, atau kembali ke versi dulu, saya gak butuh tampilan HD, yg saya butuhkan main lancar tanpa lag",1,Negatif
Game pelit.maba waktu di lobi sinyal hijau saat rank sinyal jadi merah atau kuning juga sering dapat tim tolol dari dapat tim yang bagus.sama satu perbaiki sistem macmaking,1,Negatif
Menurut saya sih perbaiki lagi jangan dikit dikit kredit skor di turunin padahal saya cuma apk sekali tapi turunnya 10 kredit skor dan saya tidak bisa main rank otomatis bosen kan pantes aja pada pindah game sebelah!!,1,Negatif
"Monton sialan, Di kasih tim drak systen trus. Main 10x menang cuma 1x. Di kasih musuh ke banyakan duo Mulu awak cuma solo, Belum tim drak system lagi. Game gak jelas, Sinyal pun di game nya susah. Padahal data sama wifi lancar. Game gak guna bikin stresss.",1,Negatif
"untuk sekarang saya kasih bintang 2 dulu karna sangat kecewa sekali sama sistemnya ketika lagi main jaringan suka tiba"" hilang sendiri otomatis jdi lag sangat mengganggu sekali padahal jaringan saya normal"" aja di pake main game yg lain normal"" aja gk ad kendala apapun tpi ketika main ML jaringan suka ilang sendiri ping sampe 900 tolong pihak MONTON d perbaiki demi kenyaman saat bermain",2,Negatif
"Masih blm puas banget karna sering dapet tim drack sistem,yang sulit untuk perkembangan permainan..",4,Positif
Game setan emang gua main di rank master aja kalah terus gua udah lakuin banyak cara buat menang tetapi apa tetap kalah musuhnya dapat comeback padahal udah bagus dari early kasih tim dari sistem coba kek dari sistem hilang pasti menang terus tim gak sesuai musuh jago tim bot cobalah kalau bagi tim itu sesuaikan. Siapa sih yang menciptakan gem ini bikin naik darah aja.DAN GUA GAK BAKAL DONLOT INI GAME LAGI!! Kecewa berat,1,Negatif
"Game keren. dari segi pembagian tim, Moonton selalu kasih tim yang sangat² kerenn. sehari kalo ngerank 6 kali, bisa menang 1 kali, terus 5 kli kalah. musuh dikasih yg bisa kerja sama bagus, giliran tim sendiri pada rebutan role. giliran role nya dikasih, malah zonk. nyoba classic pun sama aja. betapa bahagia nya orang-orang yang main game ini lihat warna merah bertuliskan 'Defeat' tiap hari. thanks moonton. buat kalian yg lg stress tpi mau download, mending mikir² dlu sblm gila.",1,Negatif
"Lama kelamaan dark sistem makin banyak, banyak bug, game nya gak anti cheat dan script, player nya pada toxic dan gak bener main nya, damage dan efek cc hero gak ngotak, game tersampah, ngasih musuh yang gak seimbang, game sampah",1,Negatif
"Pertanyaan saya apakah semua player ml bot?????? Game kalian ini bukan skil bermain yang menentukan tapi kalian yang menentukan menang kalah player tersebut, beda ama game yang sejenis dengan game ini yang memang hasil akhir memang si tentukan oleh skil player nya dan kemampuan berpikir paluer nua game mu ini kayak main slot sumpah di tentukan oleh moonton baru bisaenang, game lawak Ini sumpah, wajar player nya pindah ualuan",1,Negatif
"Game terbaik sepanjang sejarah, tapi match makingnya kurang memuaskan karena selalu dipasangkan dengan player yg bermain dengan egois sampai rebutan role, mohon buat developer buat fitur atur role kunci pada awal game",5,Positif
Kereenn banget game nya seru ga membosankan emang debes sih kalian ga nyesel download seru banget lohh asikkkk bangett ...😁🥰🤩 kalo bisa aku kasih bintang 100 sekalian kalo bisa MAKANYA KALIAN DOWNLOAD SEKARANG .. biar bisa Mabar hehe 🤭😆 .. Game terbaik terdebes deh pokoknya mantap Montoon 😘,5,Positif
Sekarang moonton dah gak kikir cuman ini sinyal ijo tapi gerakan nya delay kan jadi sulit klo kek gni mana selalu dapat tim dark sistem lagi,4,Positif
"Gamenya bagus tetapi gw selalu dapat tim yang super bego sedangkan tim musuh sangat pro, tolong lah moonton kasilah tim yang seimbang lah biar gw gak lost treak mulu",5,Positif
"Uninstall aja ni game, dapet tim tolol dark sistem, mana lagi gua kan glory nabrak imo 200 an ngotak lh asw, kadang main ping juga naik sendiri sampai 200 an giliran di lobby sinyalnya enak hijau, di in game sinyal merahhh, update bukanya benerin tuh sinyal sama draft mlh nambah event koleksi :(",1,Negatif
"Game taik bukannya makin bagus lg. Sinyal gak jelas, dapat dark sistem terus. Bukannya hilangkan stres main game malah nambah.",1,Negatif
"matchmakingnya yg bener lah masa gw dapet dark system mulu, mana ketemu rolenya sama terus gada yg mau ngalah, udah gitu dpt timnya bapuk musuhnya pro",1,Negatif
"sekarang game nya buruk massa magic case nya susah buat dapetin hero yang bagus,, apalagi commander nyaa si thars lama banget aktif nya harus 8 ronde dulu baru bisa di pakai,, tolong lebih sedikit misalkan 6 atou 5 ronde",1,Negatif
"Barusan main tiba tiba apk nya ngebug berhenti sendiri terus disini dalam posisi menang dan setelah login lagi di lihat di histori malah gak muncul , gimana sih apk nyaa ?",5,Positif
"Game rusak ,makin lama makin aneh ,jaringan lag dikeluarin dari game ,dicoba sambungin ulang malah kena ban ,benerin lagi tuh.....banyak player yang uinstal gara gara itu. Mending pindah sebelah",5,Positif
"Jaringan signal bagus tapi sering terjadi bug lag, udah restart tapi gak bisa masuk match lagi, game taikk makin sepi peminat, cheater banyak",1,Negatif
Buat developer nya benerin l bug jaringan nya benerin masa ping 30 menyambung ulang trus udah nyoba di tiga hp sama aja jaringan nya ping 30 kebawah menyambung ulang trus sumpah nurunin mood buat main game ini jadi tolong benerin bug jaringannya pas update kirain bakal ilang bug jaringannya eh malah sama aja game rusak,1,Negatif
Game sangat tidak adil saat bermain rank ketemu tim yang skill main nya bedah jauh sama rank nya menurut ku itu yang bikin gw jadi bosen main nya kalo bisa ketemu tim itu yang sesuai sama skill kita masak gw di mytic ketemu player yang baru naik mytic sih,1,Negatif
Gada hujan gada angin . Jaringan bagus tapi ko di game nya lag . Game gj jngn kebanyakan update game . Liat kualitas nya benerin dulu yang nge lag² . Mau war aja tiba² lag,1,Negatif
"Tolong ya kalo niat gift skin gausah kebanyakan quest deh niat ngasih tinggal kasih aja gausah suruh main kan brp match kek. Player player di brawl kebanyakan afk di tengah game dan ga bisa di report. Win rate yang tadinya bagus jadi ancur gara gara ketemu player afk di brawl, kurang tegas ngasi sanksi player afk 👎",1,Negatif
"Assalamualaikum,kenalin saya salah satu player mlbb, yang sering saya keluhkan ,kok jaringan server saya sering ngeleg ya , padahal biasanya paket data aku masih banyak, .. dan sedikit masukan buat mlbb, tolong dong kasih musuh yang seimbang dengan tim saya, di mode ranked,thank you, and sorry kalau ada kata kata yang salah",2,Negatif
"Aing cape anying, dapet tim dark sistem, coba matchmaking ny diperbaiki lagi, kedua tim tidak seimbang, yang kalah dikasi lose streak, yang menang dikasi win streak, memang moonton sukanya bercanda",1,Negatif
"bagus sih ini, udh banyak event skin gratis tapi ya, tapi sistem match making rank nya tolong di perbaiki pliss gw udh lama main ini game, mulai dari tim yang bot, musuh nya terlalu jago, sampe ada yg nyoba hero di rank, ga ada yg bener playernya. tolong lah ini gimana sistem nya di perbaiki lagi. gw lebih butuh tim yg jago dan ga feed dri pada banyak skin. bikin stress aja nih",1,Negatif
"Alangkah baik nya jika bp bisa di tukar menjadi saldo dana, tapi dengan catatan costum emblem sudah max dan hero sudah kebeli semua, auto rame lagi ni gamnya. Pasti banyak yang login dan banyak yang instal",5,Positif
"Gamenya sekarang berat banget. kalo dulu masih ringan, jadi enak kalo mau rank. Sekarang kalo main walaupun dah grafik terendah tetap ngeframe",4,Positif
"Update Sekarang knp frame drop,sebelum nya gw main lancar aja stabil 60 fps rata kanan game aneh,minta tolong diperbaiki, susah main nya mana delay lagi",1,Negatif
sistemnya gak jelas.setiap kali mau naik rank pasti dipersulit.perbaiki sistemnya dulu.diperbaiki masalah tim ketemu di rank yg sama.ini kayaknya selalu ketemu tim yg ranknya beda,1,Negatif
"Apaan lah anjir kok matching nya gini"" aja,kalah menang MPV cuma tim sama tim musuh skillnya beda jauh.....kan berat kalo gitu mh.....mending pindah saja ke game sebelah lebih seru kek nya",1,Negatif
"Game nya bagus bangettttt.banyak skin yang bisa diambil gratis,kayak skin colector,epic,elite,basic,luccybox,pokoknya banyak dehhh dan aku juga dari 20 skin langsung 50 skin behh,cuman modal login sama main brawl.efeknya juga super hd banget. Buruan yg belum download, download sekarang!!!",5,Positif
Saya sudah main kembali ke game ini setelah lama tidak aktif sekarang lebih baik dari sebelumnya tetapi magic wheel saya hilang digantikan dengan magic core dan itu tidak sesuai dengan apa yg sudah saya keluarkan untuk melakukan draw padahal saya sudah banyak melakukan draw sekitar 70% tetapi setelah berganti sekarang menjadi tidak sesuai dan hanya menghasilkan 30% magic core😔,1,Negatif
Game ini sangat seru ya walau ini game sering membuat kesal game ini menunjukkan arti pertemanan cara berfikir strategi dan mengasah otak kita saat lagi adu mekanik untuk game ini saya kasih bintang ⭐⭐⭐⭐⭐,5,Positif
"Oi muntun.tuh system team nya diperbaiki.masa saya main rank dapat teman yang total semua pertandinganya ga nyampe seratus,sedangkan semua pertandingan saya dua ribu lebih itu saya main di rank mytic. Hampir stress gw cok. Kalo ga dibenerin tuh system gw pindah ke HOK",1,Negatif
Montoon ini kenapa mobile Legends jadi sering delay padahal banyak sinyal disini full 4G tolong ya moonton perbaiki lagi🙏Dan satu lagi moonton tambah kan lagi fitur Highlight soalnya biar gk ribet rekam rekam layar ya moonton pliss ok moonton tolong ya kerja samanya kamu enak aku enak update dlu bro baru mw aku. Kasih bintang 5,4,Positif
"Gem aneh pertandingan yang sangat tidak seimbang, udah rasis, mana di kasih Los mulu tim nya kek BOT minimal ya kasih tim tuh yang seimbang kek moonton sistem nya gimanaa sih teknik marketing nya ke tinggian moonton, 7 tahun loh gua main ml moonton, lama lama semua orang juga kesel moonton, waktu kita itu bukan buat ML dong biji pler.",1,Negatif
"Waduhh kang ini gw player solo dan pas matching ketemu teman yang duo lah yang triolah yang bobrok lah, kenapa bisa begini?? Sebelum update baru aman aman aja sekarang kok malah begini anj, kalok solo ya tolong diketemukan dengan yang solo juga lah meskipun bobrok, yang lainnya masih ada juga yang jago, Makin update tambah ngawur pengen pindah game anj...",1,Negatif
"Maaf monton aku dan semua temanku sudah pindah game sebelah,ml gak ada perubahan,gak sesuai.mulai dari pembagian tim,sering dapet tim trol,lawan gak seimbang,dan saat ini kami udah pensi main ml semoga aja gak bnyak yang pensi seperti saya dan teman teman sya",1,Negatif
Perbaiki sistem pertemuan player nya.. player yang KDA di bawah 50% dan di atas 50% itu di pisah.. dan player yang sering di report saat game selesai itu harus lebih banyak lagi di kurangin kredit score nya.. dan player yang sering dpt coklat sama yang dpt gold/MVP itu juga di pisahin jangan di temukan jadi satu.. apa pihak monnton gak rugi dan nyesel kalau smua player pindah game HOK..?? baca ulasan kami jangan cuma mau untung nya aja..,1,Negatif
Terlalu sadis ini game. Saya hp redmi note 12 RAm 8. cuma punya game mobile legend lagi asyik asyik nya main tiba tiba kok keluar sendiri dan mulai login kembali.tolong diperbaiki kembali,2,Negatif
"monton tolong di perbaiki sistem nya, setiap saya abis maen rnk 1-2 game tb tb kredit skor saya turun, padahal saya tidak afk, tolong di perbaiki sistem nya, nick:ZXsinn",5,Positif
Update terus tapi sistem gak perna bagus cukup bintang 2 sangat kecewa sama moonton main game ini dah 7th tp makin gak enak dah habis jutaan tp ketemu plyr yng baru terus dah makin malas ae........oyo gak tertarik dah bintang satu aja Bugis wes,1,Negatif
Permainan yang baik tapi dark sistem nya mohon di kurangi musuh nya jago jago semua kalo bisa gak ada musuh jago saya kasih bintang 5 mohon untuk di perbaiki dark sistem nya,5,Positif
"Jaringan padahal full , tapi di game malah ngelag ping nya merah di game, please la benerin jaringan ,sudah terlalu banyak bug di game , sinyal tiba-tiba ngelag, kalau gini terus main rada ngelag",2,Negatif
"gini gw tau lu lagi bagi"" skin gratis tapi pikir lh dikit soal jaringgan nya lucu kali skin bagus ...tapi jaringan nya jelek nanti publik bacotin .....skin bagus main tlol gara"" jaringan jdi emosi.... tapi ya bagus lh bagi"" skin tapi perbaiki juga ya jaringan nya sebenarnya masih banyak yang mau gw omongin juman ya segini aja dulu thenk you",5,Positif
seandainya tim ku yang terbaik untuk mencapai yang tertinggi namun hal yang tidak di inginkan terjadi maka jangan download game ini atau kalian lupa dengan ibadah kalian semuanya sia sia jadi terserah kalian ke inginan kalian salam dri Cecep penguasa lostrek♥,1,Negatif
"Saran saya kalau macthmakingnya masih tetap tidak bagus takutnya orang banyak pindah game ke Honor Of King, karena sepengalaman saya udah banyak yang pindah haluan.. Game ini sebenarnya bagus tapi kalau player merasa udah tidak nyaman lagi dikarenakan mactmakingnya sayang sekali... Percuma bagi bagi skin tapi player tidak merasa puas dengan setiap macth, kalau kalah karena mekanik gpp, masalahnya sering macth kedua tim terlalu jauh gep nya... Kita kalah sangat menyakitkan",5,Positif
"Main d mytik serasa main d elite hero tim banyak matinya dr pd kill nya,, Pantes banyak beralih ke honor of king monton nya masih aja ngasih drak sistem tdk ada perubahan pengaturan monton yg harus d hilangkan,,, sudah mah banyak repump hero d tambah dkit2 update2 yg lain nya",1,Negatif
Kmi player ga butuh2 bnget skin yg kami butuh kelancaran di in game nya Masak sinyal saya bgus penuh malah lag2 di in game nya kan aneh Betulin dong server nya jngan event skin2 aja di perbanyak bikin,4,Positif
"Plis lah kalau kasih tim yang seimbang lah kaya musuh,gak tim kaya orang baru main tapi musuhnya susah bgt, capek pus dari legend 1 mau ke mitik kalah terus sampai legend 3 cape sumpah.",2,Negatif
"Moonton mohon perbaiki match making nya, jangan di kasih dark sistem teruss, teman dark sistem lawan kaya pro player, lama kelamaan aku hapus game mobile legend ini mau pindah aja di hok",1,Negatif
"Game nya seru tapi tolong moonton saya lagi losetreak mulu tolong moonton kasih nya tim yang bagus, seimbang dan tidak troll emang game rusak dh niat rank malah kasih tim gaje bnyk coklat nya ngatain mulu padhal g bisa main",1,Negatif
"Game cacad Ada mslah apa ha sama jaringan Kenapa setiap main tu jaringan selalu bermasalah ha Pdhal jaringan bagus loh, tapi selalu ada mslah sama jaringannya... Macthing selalu gak sepadan di kasih nya, lose streak terussss , suuu Cacad, mending main HOK lagi Lancar aman jayaaa...",1,Negatif
"gatau ga mood, dikasih lose streak 30x, kaga pernah menang menang, kenapa moonton kek benci gitu sama akun gw, salah apa coba dikasih lose streak, semua macem role udah gw coba hasilnya ga pernah menang, matchmakingnya dibuat lebih fair lagi moonton, sumpah dipikir-pikir mah game sebelah lebih adil kayaknya, sekali lgi thx moonton atas kekalahan 30x beruntun, semoga bisa diganti dengn yg lbih baik, anjim",2,Negatif
Tolong untuk para admin kenapa saya sering mengalami lag sampai akhir match bahkan bukan cuma saya tetapi semua tim saya apakah itu bug atau apapun itu tolong meminta bantuan nya jika jaringan yg lag tolong untuk tidak mengurangi bintang karena itu sangat merugikan,1,Negatif
DEAR MOONTON saya dari player mlbb saya ga mau skin gratis entah epic atau collector saya cuma mau dibenerin gameplay nya saja seperti di game sebelah role sudah di atur jadi enak main nya tolong moonton di benerin gameplay nya bukan ngasih skin gratis,1,Negatif
"Admin nya payah , kenapa saya tiba 2 turun pangkat nya ya ? Main udah lama2 eh tiba2 turun pangkat nya udah nglag . Makin parah ni game . Perbaiki lagi min. Jgn sampe kami buang waktu kami dan jgn sampe game ini sepi 👎👎👎👎👎👎👎👎👎",5,Positif
"asli game aneh pdhl jaringan pas di lobby bgus pas in game malah gak stabil,trus di matching nya dapet tim sistem gelap kalau yg musuhnya pro. moonton²!!🤣😂",1,Negatif
"Makin gk jelas, sinyal bgus suka ilang2.. game sebelah yg baru enak kayae patut di coba.. Gak ada perubahan solo rank dpt tim plyr bru smua sdngkan musuh kuat2.. ML udh gak layak dimainkan",1,Negatif
"Game ini membuat saya kesal masak tiap kali aku main game nya patah2 trus tiba2 ngefrezee langsung keluar sendiri login ulang lagi,, memuat pertandingan lama kadang gk sempat invalid, afk, hilang kredit score kena ban aduh banyak kali la pokok game ini burik,, kalau kayak gini terus gua pindah game HOK aja GK peduli apa kata2 player ml gua cuma butuh keseruan",1,Negatif
Aplikasi nya banyak bug misal nya ketika ingin bermain malah keluar sendiri dan login ulang setelah loading keluar lagi Mohon diperbaiki karna ini kredit skor saya berkurang banyak terima kasih,2,Negatif
"WiFi dah bagus main aplikasi lain lancar pas mlbb kok malah lag, ping juga suka merah terus. Kedua gua GK mempermasalahkan mengenai tim tapi jaringan lancar ya muntun. Ketiga pas dilobby, trus cek jaringan aman² aja tapi pas main beh bukan main auto jadi warna merah warna cinta",1,Negatif
"Montoon perbaiki sistem sinyal tim, kasih sinyal setara dengan lawan, sering tim kuat, sering lawan lemah,, buat sistem kesetaraan dalam bermain, lebih menambah wawasan bermain",5,Positif
"Season sekarang benar-benar buruk, sangat buruk, saya dari bintang 40 turun sampe 25. Game dikasih kalah menang kalah menang, untungnya gak sampe gila gara-gara ini game. Season depan lebih diperbaiki lagi",1,Negatif
gua sebagai player lama menyatakan game ini broken karena skil gua itu GK setara sama tim gua selalu dapet tim yang kurang dari rank yang seharusnya coba di perbaiki lagi dalam pencarian tim match nya habis Berjam jam gua main nya naik kadang 1 atau 2 bintang doang,4,Positif
"Game nya sangat bagus hero nya pun keren keren saya sangat suka, banyak event nya setiap project next pasti ada hero baru keren tapi sering dapat lose treck tapi gapapa grafik nya bagus bgt keren deh pokoknya. Plis bikin mode acraed gitu yg kita bisa jadi minion, monster jungle, dll sama mode 10vs10 untuk update ke depan trmksh semoga di jawab",5,Positif
"Udah capek main game ini overall bagus tapi banyak player yang melakukan troling contoh ketika gw main pake Fanny dan otomatis memerlukan buff biru eh tim sendiri pake Franco spell retribution, main Fanny gak pake buff bisa apa pasti gw coklat eh malah kredit skor gua yang kurang apakah ini tanda tanda perpindahan game sebelah? Gw rasa game sebelah lebih kompleks gw juga udah lama main ml dan kali ini gw benar benar kecewa, setelah tournamen gw bakal uninstall, sekian moontoon",1,Negatif
"Saya yakin jika tidak ada perkembangan dan perbaikan dalam game ini, game ini akan bangkrut. Jasa joki dimana mana, membuat gameplay jadi tidak seimbang, skil yang tidak seharusnya di tier nya. Game ini tidak butuh role yang sesuai untuk menang tidak perlu semua role keisi. Percuma role keisi semua tapi kalau pemain nya dari akun penjoki, 2 mage 2 marksman 1 assasin akan menang tidak butuh tank atau fighter. Gameplay moba jadi semakin aneh. Mencoreng seni dari permainan moba tdk taktis & strgis.",1,Negatif
"Jangan di donload, mact making sungguh tidak adil buat solo player, menang 1 kali, kalah nya 5,manang 3 kalah 8x sungguh mengecewakan , kalau game ini mau di lanjut,atau banyak player lagi, harap perbaiki, saya selaku player solo kecewa, udah honor bintang37 di turunin ke 23 , tidak adil sumpah😫",5,Positif
"Banyak skin gratis nya sih tapi minusnya pas main sering dapet tim ga jelas, tolong lah kasih tim yang bagus dikit!!, sekali main hilang bintang banyak lama lama turun warrior gitu? Please lah perbaiki gameplay nya!",4,Positif
"Game sampah grafik bagus game nya juga bagus tapi banyak player yang tidak ramah contohnya,egois dalam memilih karakter/Hero,game nya juga mahal,udah mau naik rank selanjutnya malah di kasih player yang jago gak tau lagi lah gw sama game ini pokok nya jangan download game ini!!!!",2,Negatif
"Geme sangat tidak bagus untuk dimainkan saya sudah top up banyak banyak tapi kenapa monton kasih saya tim yg tidak setara dengan tim musuh.Tim musuh rata rata jago rank tertinggi honor, glory, imortal. Sedangkan tim saya rata rata ranknya honor perbatasan myitic grading, myitic 12,23,6,1 saya mohon kepada monton untuk memberi tim yang setara dengan tim lawan dan tim saya",5,Positif
Udah bagus si game nya tapi ada yang bikin emosi yaitu losetreak mulu (ketemu drag sistem)😡Dan Tolong berikan tim yg seimbang dan adil🥺 karena sering sekali dapat tim yg kurang bagus main nya sedang kan musuh nya lebih hebat dari team kita.😒,2,Negatif
Matchmaking yang sangat adil mempertemukan setim yang adil contohnya seperti saya dan 4 player bot.sebaiknya instal hok saja dengan matchmaking yang adil tidak seperti ml banyak juga kekurangan di ml banyak player juga yang meminta fitur yang berguna tapi tidak dikabulkan oleh moonton sebaiknya perbaiki dulu ml sementara ini saya mau pindah game ke hok biar moonton tau rasa dan juga game ini tidak worth it dimainkan,1,Negatif
geme gajelas sinyal bagus segala macem mental ga bisa masuk pas login ulang blom ada 5 menit udah invalid mana skor kreditnya langsung ngurang banyak mikir kalo bikin geme kasian player mikirin apa kejanggalannya mikir,1,Negatif
Game gak seru banget masak pas main londing nya tu lama banget terus semua gak pro masak pas dikit lagi kembali bagai mana sih nih terus Mabar main rank malah harus 5 player tapi harus di perbaiki ml nya terus pro pro musuh nya tolong di bot nya kurang tepat tolang di perbaiki biar menang biar jadi semangat tolong di perbaiki ml nya👎👎👎👎🖕😡,1,Negatif
bagus game mantap tapi tolong kasih kemudahan untuk player solo contohnya itu kasih tim yang sepadan juga untuk pemilihan lane itu di update lagi semoga di baca terimakasih,5,Positif
"Matchmaking ga seimbang selalu dapet player yg ngetrol, ga bisa main juga toxic Jaringan juga ga stabil padahal sinyal hp bagus Tolong perbaiki matchmaking dan jaringan, ya itu aja",1,Negatif
